Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
36485536,Summary & Study Guide Mort by Terry Pratchett,BookRags,"BookRags, BookRags",,"=""""","=""""",0,0.0,,Kindle Edition,50,2012,,,2021/03/13,to-read,to-read (#414),to-read,,,,0,,,0,,,,,
27255970,Pyramids: The Book of Going Forth by Terry Pratchett l Summary & Study Guide,BookRags,"BookRags, BookRags",,"=""""","=""""",0,0.0,,Kindle Edition,39,2014,,,2021/03/13,to-read,to-read (#413),to-read,,,,0,,,0,,,,,
26257427,Terry Pratchett Series Unofficial Reading List Guide (Hart Roger's Reading List Guides Book 17),Hart Rogers,"Rogers, Hart",,"=""""","=""""",0,0.0,,Kindle Edition,11,2015,2015,,2021/03/13,to-read,to-read (#412),to-read,,,,0,,,0,,,,,
35601890,READING ORDER: TERRY PRATCHETT,Peter Stark,"Stark, Peter",,"=""""","=""""",0,0.0,,Kindle Edition,,2017,,,2021/03/13,to-read,to-read (#411),to-read,,,,0,,,0,,,,,
21482807,Big Bang Back Future Time After Time Groundhog Name Earl Weird Science Jurassic Park Terry Pratchett Middleman,Jim Fenn,"Fenn, Jim",,"=""1312039167""","=""9781312039162""",0,0.0,Lulu.com,Paperback,70,2015,,,2021/03/13,to-read,to-read (#410),to-read,,,,0,,,0,,,,,
48815739,Terry Pratchett's Ethical Worlds: Essays on Identity and Narrative in Discworld and Beyond,Kristin Noone,"Noone, Kristin",Emily Lavin Leveret,"=""1476674493""","=""9781476674490""",0,5.00,McFarland & Company,Paperback,155,2020,,,2021/03/13,to-read,to-read (#409),to-read,,,,0,,,0,,,,,
12715202,"Scriitori Englezi: Terry Pratchett, Alice Bailey, Neil Gaiman, J. K. Rowling, Agatha Christie, Percy Bysshe Shelley, Virginia Woolf",Source Wikipedia,"Wikipedia, Source",,"=""1232226602""","=""9781232226604""",0,4.50,"Books LLC, Wiki Series",Paperback,92,2011,2011,,2021/03/13,to-read,to-read (#408),to-read,,,,0,,,0,,,,,
8390021,"British Child Writers: Douglas Adams, Terry Pratchett, Frances Burney, Thomas Chatterton, Peaches Geldof, Victoria Coren, Barclay Fox",Books LLC,"LLC, Books",,"=""1155617533""","=""9781155617534""",0,4.00,"Books LLC, Wiki Series",Paperback,30,2011,2011,,2021/03/13,to-read,to-read (#407),to-read,,,,0,,,0,,,,,
12640623,"Angielscy Pisarze: Karol Dickens, Winston Churchill, Aldous Huxley, William Golding, Terry Pratchett, J. K. Rowling, John Ronald Reuel Tolkien",Source Wikipedia,"Wikipedia, Source",,"=""1231811552""","=""9781231811559""",0,4.50,"Books LLC, Wiki Series",Paperback,242,2011,2011,,2021/03/13,to-read,to-read (#406),to-read,,,,0,,,0,,,,,
28803941,Small Gods by Terry Pratchett | Summary & Study Guide,BookRags,"BookRags, BookRags",,"=""""","=""""",0,2.00,,Kindle Edition,49,2014,,,2021/03/13,to-read,to-read (#405),to-read,,,,0,,,0,,,,,
12496903,"Fantasyforfattere: Astrid Lindgren, Edgar Rice Burroughs, Terry Pratchett, J.R.R. Tolkien, Stephen King, J.K. Rowling, C.S. Lewis",Source Wikipedia,"Wikipedia, Source",,"=""1232191418""","=""9781232191414""",0,5.00,"Books LLC, Wiki Series",Paperback,38,2011,2011,,2021/03/13,to-read,to-read (#404),to-read,,,,0,,,0,,,,,
34358208,Subcreation: Fictional-World Construction from J.R.R. Tolkien to Terry Pratchett and Tad Williams,Stefanie Schult,"Schult, Stefanie",,"=""3832544194""","=""9783832544195""",0,5.00,Logos Verlag Berlin,Paperback,,2017,,,2021/03/13,to-read,to-read (#403),to-read,,,,0,,,0,,,,,
12397210,"Brytyjscy Autorzy Fantastyki: Terry Pratchett, J. K. Rowling, James P. Hogan, Arthur Conan Doyle, James Graham Ballard, Arthur C. Clarke",Source Wikipedia,"Wikipedia, Source",,"=""1231866403""","=""9781231866405""",0,3.33,"Books LLC, Wiki Series",Paperback,44,2011,2011,,2021/03/13,to-read,to-read (#402),to-read,,,,0,,,0,,,,,
9884104,"Discworld Films and TV Series (Study Guide): The Colour of Magic, Terry Pratchett's Hogfather, Terry Pratchett's Going Postal, Soul Music",Books Group,"Group, Books",,"=""1156258006""","=""9781156258002""",0,0.0,Books LLC,Paperback,38,2010,2010,,2021/03/13,to-read,to-read (#401),to-read,,,,0,,,0,,,,,
34741153,Conversations on The Long Earth by Terry Pratchett,Daily Books,"Books, Daily",,"=""1542555396""","=""9781542555395""",0,4.00,CreateSpace Independent Publishing Platform,Paperback,68,2017,,,2021/03/13,to-read,to-read (#400),to-read,,,,0,,,0,,,,,
25438264,Hogfather by Terry Pratchett Lesson Plans,BookRags,"BookRags, BookRags",,"=""""","=""""",0,5.00,,Kindle Edition,274,2012,2012,,2021/03/13,to-read,to-read (#399),to-read,,,,0,,,0,,,,,
28219258,SKYWALKER: By DARIO FORD Introducing By TERRY PRATCHETT,Dario Ford,"Ford, Dario",,"=""""","=""""",0,4.00,Aliens Publishing (2014),Kindle Edition,222,2015,,,2021/03/13,to-read,to-read (#398),to-read,,,,0,,,0,,,,,
12383068,"Mondo Disco: Terry Pratchett, Stelle Cadenti, Il Colore Della Magia, L'Intrepida Tiffany E I Piccoli Uomini Liberi, Thud!, La Luce Fantastica",Source Wikipedia,"Wikipedia, Source",,"=""1232606871""","=""9781232606871""",0,5.00,"Books LLC, Wiki Series",Paperback,28,2011,2011,,2021/03/13,to-read,to-read (#397),to-read,,,,0,,,0,,,,,
24804933,Strata by Terry Pratchett | Summary & Study Guide,BookRags,"BookRags, BookRags",,"=""""","=""""",0,5.00,,Kindle Edition,34,2011,2011,,2021/03/13,to-read,to-read (#396),to-read,,,,0,,,0,,,,,
44223224,Guide to Terry Pratchett and DiscWorld: a Reading Order List,Weird Journals,"Journals, Weird",,"=""""","=""""",0,1.00,,Kindle Edition,6,2019,,,2021/03/13,to-read,to-read (#395),to-read,,,,0,,,0,,,,,
25128777,Series List - Terry Pratchett - In Order: Novels and Books,The K-Man,"K-Man, The",,"=""""","=""""",0,3.17,,Kindle Edition,9,2015,2015,,2021/03/13,to-read,to-read (#393),to-read,,,,0,,,0,,,,,
35875668,Terry Pratchett's Narrative Worlds: From Giant Turtles to Small Gods,Marion Rana,"Rana, Marion",,"=""3319672975""","=""9783319672977""",0,5.00,Palgrave MacMillan,Hardcover,,2018,,,2021/03/13,to-read,to-read (#394),to-read,,,,0,,,0,,,,,
33126534,TERRY PRATCHETT: READING ORDER AND CHECKLIST,Peter Starke,"Starke, Peter",,"=""""","=""""",0,0.0,,Kindle Edition,19,2016,,,2021/03/13,to-read,to-read (#392),to-read,,,,0,,,0,,,,,
21035453,An Atheist In Eden (Young Adult Edition) (1st Eden Story - inspired by the great Terry Pratchett),Leigh Barker,"Barker, Leigh",Candida Davis,"=""""","=""""",0,3.75,,Kindle Edition,211,2011,2010,,2021/03/13,to-read,to-read (#391),to-read,,,,0,,,0,,,,,
24684635,No Good Deed - Inspired by Terry Pratchett's Discworld: Episode 1 (Requiem for Eden),Leigh Barker,"Barker, Leigh",Pauline Nolet,"=""""","=""""",0,3.41,Call to Action,Kindle Edition,38,2015,2015,,2021/03/13,to-read,to-read (#390),to-read,,,,0,,,0,,,,,
56347450,Lords and Ladies: The Play,Stephen Briggs,"Briggs, Stephen",Terry Pratchett,"=""1350244759""","=""9781350244757""",0,0.0,Methuen Drama,Paperback,112,2021,,,2021/03/13,to-read,to-read (#389),to-read,,,,0,,,0,,,,,
51114331,Terry Pratchett - A mágia színe - Az első Korongvilág regény,Rudolf Peter,"Peter, Rudolf",Terry Pratchett,"=""""","=""9789630959056""",0,5.00,"KOSSUTH KIADÓ, MOJZER KIADÓ",MP3 CD,,,,,2021/03/13,to-read,to-read (#388),to-read,,,,0,,,0,,,,,
41159933,Albedo One #4,Roberto Schima,"Schima, Roberto","John Lee, Terry Pratchett, Robert Neilson, John Kenny, Ceri Alexander-Bennett, David Murphy","=""""","=""""",0,5.00,Tachyon Productions,Magazine,64,1994,1994,,2021/03/13,to-read,to-read (#387),to-read,,,,0,,,0,,,,,
56336085,Frohes Fest : 13 schlimme Bescherungen / 17 schöne Bescherungen,Uwe Luserke,"Luserke, Uwe","Wolfgang Jeschke, Ardath Mayhar, Donald E. Westlake, Curt Clark, Cherry Wilder, J.N. Williamson, Thomas Ligotti, John Jakes, David R. Bunch, Arthur C. Clarke, Fritz Leiber, Harlan Ellison, Sven Christer Swahn, Robert F. Young, Terry Pratchett, M. Shayne Bell, Antonio Bellomi, Walther Bellomi, Jack McDavitt, Andre Norton, Jerry Oltion, Thomas M. Disch, Uschi Zietsch, Ken Wisman, Ian Watson, Martha Soukup, Kristine Kathryn Rusch","=""""","=""""",0,4.00,"Heyne Verlag, München",Paperback,398,1991,,,2021/03/13,to-read,to-read (#386),to-read,,,,0,,,0,,,,,
50866950,"Les annales du Disque-Monde, Tome 32 : Un chapeau de ciel",Paul Kidby,"Kidby, Paul","Terry Pratchett, Patrick Couton","=""2841728676""","=""9782841728671""",0,4.50,L'Atalante Editions,Paperback,,2018,,,2021/03/13,to-read,to-read (#385),to-read,,,,0,,,0,,,,,
18271344,Futura - broj 7,Krsto A. Mažuranić,"Mažuranić, Krsto A.","Harry Harrison, Gordon R. Dickson, Bob Shaw, Goran Hudec, Robert Sheckley, Robert Silverberg, Terry Pratchett, Aleksandar Žiljak, Larry Niven","=""""","=""""",0,3.67,Bakal d.o.o. Zagreb,Paperback,128,1993,1993,,2021/03/13,to-read,to-read (#384),to-read,,,,0,,,0,,,,,
49635594,グッド・オーメンズ (上),Neil Gaiman,"Gaiman, Neil","Terry Pratchett, 金原瑞人, 石田文子","=""4041083834""","=""9784041083833""",0,4.86,KADOKAWA,Paperback,352,2019,1990,,2021/03/13,to-read,to-read (#383),to-read,,,,0,,,0,,,,,
40850989,miNatura 111,Ricardo Acevedo Esplugas,"Esplugas, Ricardo Acevedo","Carmen Rosa Signes Urrea, Fraga, Evandro Rubert, Daína Chaviano, Ana María Shua, Fritz Leiber, David Reche, J.R.R. Tolkien, Carlos Enrique Saldivar, Robert E. Howard, Adam Gai, Roger Zelazny, Juan Pablo Noroña Lamas, George R.R. Martin, Sara Lew, Terry Pratchett, Francisco José Segovia Ramos, Poul Anderson, Claudio G. del Castillo, Lord Dunsany, Pablo Martínez Burkett, Orson Scott Card, Clive Jackson, María del Socorro Candelaria Zárate, Juan Guinot, Rubén Gozalo, Yunieski Betancourt Dipotet, Juan Manuel Valitutti, Miguel Ángel Guerrero Ramos, Jorge Zarco Rodríguez, Victoria Isabel Pérez Plana, J. Javier Arnau, Leonardo Gala Echemendia, Ariel Carlos Delgado, Pedro López Manzano, Omar Martínez, Majo López Taviani, Salomé Guadalupe Ingelmo, Aleix Gary, Esteban Moscarda, Sarko Medina Hinojosa, Carlos Diez, José María Marcos, Patricia Nasello, Joseba Iturrate Gil, José Luis Campos Bosh, Déborah F. Muñoz, Sebastián Chilano, María José Domínguez García, Santiago Eximeno, Colectivo Juan de Madre, Ernesto Parrilla, Manuel Jesús Alfonso Laiño, Rodríguez Vázquez, Sergio Mars, Sergio R. Alarte, José Gabriel Espinosa, Óscar Garriga, Rodolfo Valenzuela, Charro, Rocío Limón, M.C. Carper, Alejandro Colucci, Javier Pauner, Anabel Zaragozí, Rafa Castelló, Jesús Rodríguez, Chubasco, Joan Gonzálvez Fernández, Yaya San, Óscar Pérez, Enkaru, Carmen Montagud","=""""","=""""",0,5.00,Asociación Cultural miNatura Soterrània,ebook,,2011,2011,,2021/03/13,to-read,to-read (#382),to-read,,,,0,,,0,,,,,
18269635,Futura - broj 3,Vlatko Jurić-Kokić,"Jurić-Kokić, Vlatko","Ben Bova, Gene Wolfe, C.J. Cherryh, Terry Pratchett","=""""","=""""",0,3.29,Bakal d.o.o. Zagreb,Paperback,144,1992,1992,,2021/03/13,to-read,to-read (#381),to-read,,,,0,,,0,,,,,
56347451,The Shakespeare Codex,Stephen Briggs,"Briggs, Stephen",Terry Pratchett,"=""135024497X""","=""9781350244979""",0,0.0,Methuen Drama,Paperback,80,2021,,,2021/03/13,to-read,to-read (#380),to-read,,,,0,,,0,,,,,
55287500,A Tourist Guide To Lancre: A Discworld Mapp,Stephen Briggs,"Briggs, Stephen",Terry Pratchett,"=""""","=""""",0,5.00,,Kindle Edition,,2020,,,2021/03/13,to-read,to-read (#379),to-read,,,,0,,,0,,,,,
17566772,Terry Pratchett's Guards! Guards!,Michael Butt,"Butt, Michael",Terry Pratchett,"=""""","=""""",0,3.75,BBC Radio,Audiobook,,1992,,,2021/03/13,to-read,to-read (#378),to-read,,,,0,,,0,,,,,
50714219,Terry Pratchett: HisWorld,Stephen Briggs,"Briggs, Stephen","Paul Kidby, Terry Pratchett","=""""","=""""",0,4.50,Salisbury Museum,Hardcover,224,2017,2017,,2021/03/13,to-read,to-read (#377),to-read,,,,0,,,0,,,,,
20359137,Futura - broj 124,Milena Benini,"Benini, Milena","Harry Harrison, Roger Zelazny, Vanja Spirin, Andre Norton, James Branch Cabell, Catherine M. Morrison, Terry Pratchett","=""""","=""""",0,3.71,STRIP-AGENT d.o.o. Zagreb,Paperback,144,2005,2005,,2021/03/13,to-read,to-read (#376),to-read,,,,0,,,0,,,,,
21549456,Assisted Dying: Who Makes the Final Decision,Jo Cartwright,"Cartwright, Jo","Lesley Ann Close, Terry Pratchett","=""072061550X""","=""9780720615500""",0,3.75,Peter Owen Publishers,ebook,288,2014,2014,,2021/03/13,to-read,to-read (#375),to-read,,,,0,,,0,,,,,
28233414,Bovine Espionage and Other Stories,Catherine Baker,"Baker, Catherine","Simon Cheshire, Terry Pratchett, Morris Gleitzman, Jeremy Strong, Astrid Lindgren, Josephine Feeney","=""0198392729""","=""9780198392729""",0,4.00,OUP Oxford,Paperback,96,2014,,,2021/03/13,to-read,to-read (#374),to-read,,,,0,,,0,,,,,
6640865,Asphodale #2,Lionel Davoust,"Davoust, Lionel","Brian A. Hopkins, Olivier Paquet, Brian Stableford, Léa Silhol, Mike Resnick, Terry Pratchett, Nathalie Labrousse","=""2847270167""","=""9782847270167""",0,3.67,Imaginaires Sans Frontières,Paperback,192,2003,2003,,2021/03/13,to-read,to-read (#373),to-read,,,,0,,,0,,,,,
36197949,"The Magazine of Fantasy & Science Fiction, October/November 2005 (The Magazine of Fantasy & Science Fiction, #644)",Gordon Van Gelder,"Gelder, Gordon Van","Paolo Bacigalupi, Steven Utley, Elizabeth Hand, Jeffrey Ford, Terry Pratchett, Charles de Lint, Michelle West, Lucius Shepard, Paul Doherty, Pat Murphy, Douglas A. Anderson, Matthew Hughes, Peter S. Beagle, Esther M. Friesner, Joe Haldeman, Dale Bailey, Terry Bisson, Gene Wolfe, Jaye Lawrence","=""""","=""""",0,4.33,"Spilogale, Inc.",Paperback,242,2005,2005,,2021/03/13,to-read,to-read (#372),to-read,,,,0,,,0,,,,,
18252453,Futura - broj 1,Vlatko Jurić-Kokić,"Jurić-Kokić, Vlatko","Fred Saberhagen, John Shirley, George R.R. Martin, Arthur C. Clarke, Terry Pratchett","=""""","=""""",0,3.86,Bakal d.o.o. Zagreb,Paperback,128,1992,1992,,2021/03/13,to-read,to-read (#371),to-read,,,,0,,,0,,,,,
17231734,Тера фантастика 2005/бр. 1,Макрия Ненов,"Ненов, Макрия","Kurt Vonnegut Jr., Валери Милев, Андрей Шмалко, Христо Гешанов, Евгений Харитонов, Тодор Ялъмов, Erik Simon, Terry Pratchett, Милена Савова, Günter Kunert, Валентин Стамов, Христо Пощаков, Светозара Генова, Мая Дългъчева, Александър Карапанчев, Момчил Петров, Силвана Миланова, Владимир Зарков, Дилян Благов, Илья Варшавский, Благой Д. Иванов, Мануел Куевиляс, Фр. Чиландер, Ж.-М. Фере, Владимир Гаков, Емануел Икономов, Бранимир Събев, Stephen Briggs, Йоан Владимир, Иван Петров, Ива Живарова","=""""","=""""",0,3.38,Terra Fantastica,Paperback,176,2005,2005,,2021/03/13,to-read,to-read (#369),to-read,,,,0,,,0,,,,,
5799339,De aarde voorbij,Andrew M.  Stephenson,"Stephenson, Andrew M.","John Varley, Terry Pratchett","=""9029043172""","=""""",0,3.14,Meulenhoff,Hardcover,711,1988,1981,,2021/03/13,to-read,to-read (#370),to-read,,,,0,,,0,,,,,
2791583,Das grosse Lesebuch der Fantasy,Melissa Andersson,"Andersson, Melissa","Terry Pratchett, Harlan Ellison, Cliff Burns, Anne McCaffrey, Michael Moorcock, L. Frank Brown, Jeff VanderMeer, Catherine L. Moore, Rick DeMarinis, Peter S. Beagle, David Morrell, Kenneth Grahame, Piers Anthony, Marion Zimmer Bradley, Robert Silverberg, Clive Baker, Tad Williams, Connie Willis, Robert E. Howard, James Finn Garner, Peter Straub, Chris Bunch","=""3442246652""","=""9783442246656""",0,3.50,Goldmann,Paperback,512,1995,1995,,2021/03/13,to-read,to-read (#368),to-read,,,,0,,,0,,,,,
34678838,Legenden I,Robert Silverberg,"Silverberg, Robert","Stephen King, Terry Pratchett, Terry Goodkind, Orson Scott Card, Ursula K. Le Guin","=""9024542251""","=""""",0,3.67,Luitingh ~ Sijthoff,Paperback,365,2002,,,2021/03/13,to-read,to-read (#367),to-read,,,,0,,,0,,,,,
35647348,Девятнадцать стражей,Владимир Аренев,"Аренев, Владимир","Robert M. Wegner, Terry Pratchett, Алексей Гедеонов, Paweł Majka, Наталия Осояну, Maja Lidia Kossakowska, Ольга Онойко, Владимир Серебряков, Andrzej Sapkowski, Святослав Логинов, Борис Штерн, Tomasz Kołodziejczak, Федор Чешко, Кир Булычёв, Сергей Малицкий, Ken Liu, Jacek Dukaj, Сергей Легеза, Илья Суханов","=""""","=""9786171231665""",0,3.64,"Книжный клуб ""Клуб семейного досуга""",Hardcover,512,2017,2017,,2021/03/13,to-read,to-read (#366),to-read,,,,0,,,0,,,,,
25077109,"Θρύλοι, Τόμος Α' (Legends)",Robert Silverberg,"Silverberg, Robert","Stephen King, Ursula K. Le Guin, George R.R. Martin, Terry Pratchett, Terry Goodkind, Νικήτας Τουρβάς, Βίκη Σαρμπάνη, Σωτήρης Αγάπιος, Νίκος Μανουσάκης, Αδαμαντία Στεφανίδου","=""9603065315""","=""9789603065319""",0,3.79,Anubis,Paperback,461,2006,2006,,2021/03/13,to-read,to-read (#365),to-read,,,,0,,,0,,,,,
35113275,Странствие трех царей,Владимир Аренев,"Аренев, Владимир","Яцек Комуда, Jacek Komuda, Святослав Логинов, Svyatoslav Loginov, Ксения Медведевич, Xia Jia, Илья Суханов, Terry Pratchett, Ефрем Лихтенштейн, Maria Galina, Tomasz Kołodziejczak, Сергей Легеза, Marina Dyachenko, Sergey Dyachenko, Анджей Сапковский, Andrzej Sapkowski, Пётр Гоцек, Piotr Gociek, Макс Щербаков, Борис Штерн, Сергей Булыга, Jarosław Grzędowicz, Федор Чешко, Ольга Онойко, Кир Булычёв, Kir Bulychev, Генри Лайон Олди, Henry Lion Oldie, James Branch Cabell, Михаил Назаренко","=""""","=""9785991037433""",0,3.87,"Книжный клуб ""Клуб семейного досуга""",Hardcover,480,2016,,,2021/03/13,to-read,to-read (#364),to-read,,,,0,,,0,,,,,
181038,Creative Web Writing,Jane Dorner,"Dorner, Jane",Terry Pratchett,"=""0713658541""","=""9780713658545""",0,3.60,Bloomsbury Methuen Drama,Paperback,166,2002,2000,,2021/03/13,to-read,to-read (#363),to-read,,,,0,,,0,,,,,
2792207,The Drabble Project,Rob Meades,"Meades, Rob","David B. Wake, Brian W. Aldiss, Isaac Asimov, Phil Drabble, Harry Harrison, Robert Holdstock, Larry Niven, Terry Pratchett, Allman, Brian Ameringen, Janet Asimov, Nigel Bannerman, Barrington J. Bayley, John Brunner, Edward Bryant, Ken Bulmer, Michael Cobley, Helen Conner, Storm Constantine, Nigel Cordon, Ian Cresswell, Patrick Curzon, W.P. Dodd, Nigel Dorrington, David Elworthy, Paul Di Filippo, Robert L. Forward, R.A. Fox, Stephen Gallagher, Ray Girvan, John Grant, Colin Greenland, John Gribbin, Mary Gribbin, Dave Hardy, Mike Ibeji, Amy   Jones, Gwyneth Jones, Garry Kilworth, Alice Kohler, David Langford, Duncan Lunan, Sam J. Lundwall, Gene Wolfe, T.I. Maude, Nigel McFarlane, Graham McKinnon, E. Miriam Kamp Pedersen, James  Steel, Michael Abbott","=""1870824121""","=""9781870824125""",0,3.44,Beccon Publications,Hardcover,110,1988,1988,,2021/03/13,to-read,to-read (#362),to-read,,,,0,,,0,,,,,
6328058,Das Fest der Vampire,Carsten Polzin,"Polzin, Carsten","Thomas Finn, Daniela Knor, Terry Pratchett","=""3492266789""","=""9783492266789""",0,3.15,Piper,Paperback,238,2008,2008,,2021/03/13,to-read,to-read (#361),to-read,,,,0,,,0,,,,,
3406660,Leyendas Negras I,Robert Silverberg,"Silverberg, Robert","Terry Pratchett, Ursula K. Le Guin","=""8484501485""","=""9788484501480""",0,3.67,Plaza & Janes Editores,Paperback,496,2000,,,2021/03/13,to-read,to-read (#360),to-read,,,,0,,,0,,,,,
13573903,Only you can save mankind,Bob Heskett,"Heskett, Bob","Terry Pratchett, Brian Lighthill","=""""","=""""",0,3.65,BBC,Audio CD,3,1996,1996,,2021/03/13,to-read,to-read (#359),to-read,,,,0,,,0,,,,,
671801,My Favorite Fantasy Story,Martin H. Greenberg,"Greenberg, Martin H.","Marion Zimmer Bradley, Elisabeth Waters, Jack Vance, Michelle Sagara West, R.A. Lafferty, Terry Pratchett, Gene Wolfe, Neil Gaiman, Jean Ingelow, Mickey Zucker Reichert, George R.R. Martin, Poul Anderson, L. Sprague de Camp, Morgan Llywelyn, M.R. James, Andre Norton, Manly Wade Wellman, Barbara Kingsolver, Rick Hautala, Katherine Kurtz, Tanya Huff, Charles de Lint, Debra Doyle, Robert Bloch, Robert Silverberg, Stephen R. Donaldson, M. John Harrison, James D. Macdonald, Roger Zelazny, Fred Saberhagen","=""0743487443""","=""9780743487443""",0,3.77,BP Books,Paperback,423,2004,2000,,2021/03/13,to-read,to-read (#358),to-read,,,,0,,,0,,,,,
56980904,Snuff (with exclusive short story),Terry Pratchett,"Pratchett, Terry",,"=""""","=""""",0,0.0,Fsc,Hardcover,,2011,,,2021/03/13,to-read,to-read (#357),to-read,,,,0,,,0,,,,,
52329372,JOHNNY ET LES MORTS NED: LES AVENTURES DE JOHNNY MAXWELL (S F ET FANTASTIQUE),PRATCHETT TERRY,"TERRY, PRATCHETT",,"=""2841727998""","=""9782841727995""",0,0.0,,paperback,,2017,,,2021/03/13,to-read,to-read (#356),to-read,,,,0,,,0,,,,,
57346945,Mort,Terry Pratchett,"Pratchett, Terry",,"=""""","=""9789985350348""",0,0.0,Varrak,Hardcover,268,2020,,,2021/03/13,to-read,to-read (#355),to-read,,,,0,,,0,,,,,
2678614,Space Movies II,Peter Haining,"Haining, Peter","John Wyndham, Bill Strutton, Jerry Sohl, Terry Pratchett, Isaac Asimov, Ray Bradbury, George Lowther, Evan Hunter, Nigel Kneale, Rod Serling","=""0727848976""","=""9780727848970""",0,4.00,Severn House Publishers,Hardcover,256,1999,1996,,2021/03/13,to-read,to-read (#354),to-read,,,,0,,,0,,,,,
18804755,Nebula Awards Showcase 2012,James Patrick Kelly,"Kelly, James Patrick","John Kessel, Kij Johnson, Geoffrey A. Landis, Christopher Barzak, James Tiptree Jr., Kendall Evans, Samantha Henderson, Shweta Narayan, Connie Willis, Howard V. Hendrix, Adam-Troy Castro, Harlan Ellison, Aliette de Bodard, Amal El-Mohtar, Eric James Stone, Terry Pratchett, Ann K. Schwader, Rachel Swirsky","=""""","=""""",0,3.60,Pyr,Kindle Edition,,2012,2012,,2021/03/13,to-read,to-read (#353),to-read,,,,0,,,0,,,,,
33297877,Brave New Worlds,Ray Bradbury,"Bradbury, Ray","William Gibson, Terry Pratchett, Neil Gaiman","=""""","=""""",0,3.20,,Audiobook,,2012,,,2021/03/13,to-read,to-read (#352),to-read,,,,0,,,0,,,,,
61658,Tolkiens Erbe,Various,"Various, Various","Ursula K. Le Guin, Terry Pratchett","=""3453196228""","=""9783453196223""",0,3.05,Heyne,Paperback,654,2001,2001,,2021/03/13,to-read,to-read (#351),to-read,,,,0,,,0,,,,,
23967500,Celebrity Authors' Secrets: The World's Greatest Living Authors Reveal How They Sell Millions of Books,Stephanie J. Hale,"Hale, Stephanie J.","Anne Rice, Barbara Taylor Bradford, Terry Pratchett, Bernard Cornwell, Alexander McCall Smith, Joanne Harris, John Gray, James Redfield","=""""","=""""",0,4.24,Powerhouse Publications,Kindle Edition,200,2014,2014,,2021/03/13,to-read,to-read (#350),to-read,,,,0,,,0,,,,,
427947,Writers' & Artists' Yearbook 2007,A&C Black,"Black, A&C","Bernard Cornwell, Terry Pratchett, Andrew Davies, Alison Baverstock, Katie Bond, Ian Rankin","=""0713677120""","=""9780713677126""",0,4.04,A&C Black,Paperback,822,2006,1907,,2021/03/13,to-read,to-read (#349),to-read,,,,0,,,0,,,,,
2211906,The Unfriendly Future,Tom Boardman Jr.,"Jr., Tom Boardman","Terry Pratchett, Brian W. Aldiss","=""""","=""""",0,3.71,The New English Library,Paperback,175,1965,1965,,2021/03/13,to-read,to-read (#348),to-read,,,,0,,,0,,,,,
56610764,Scheibenwelt All Stars: Gevatter Tod. MacBest. Wachen! Wachen!,Terry Pratchett,"Pratchett, Terry",Andreas Brandhorst,"=""""","=""""",0,0.0,,Kindle Edition,,2021,,,2021/03/13,to-read,to-read (#347),to-read,,,,0,,,0,,,,,
7764073,Obłędni rycerze,Peter Haining,"Haining, Peter","Terry Pratchett, Jerome K. Jerome, Robert Bloch, Mervyn Peake, David L. Stone, Donald E. Westlake, Stan McMurtry, James Thurber, L. Frank Baum, Peter Sellers, Orson Welles, Gene Wolfe, John Kendrick Bangs, Evan Hunter, Ben Travers, Spike Milligan, Peter S. Beagle, Ray Bradbury, Mark Twain, Philip K. Dick, G.K. Chesterton, Woody Allen, Tom Sharpe, A.A. Milne, Monika Michowicz, Magdalena Moltzan-Małkowska","=""8376481053""","=""9788376481050""",0,3.75,Prószyński i S-ka,Paperback,232,2009,1998,,2021/03/13,to-read,to-read (#346),to-read,,,,0,,,0,,,,,
19414396,Discworld (HC),Phil Masters,"Masters, Phil","Terry Pratchett, Steve  Jackson","=""""","=""""",0,4.00,Steve Jackson Games,Hardcover,240,2002,2002,,2021/03/13,to-read,to-read (#345),to-read,,,,0,,,0,,,,,
31195299,Ataque de los extranjeros,lord terry pratchett,"pratchett, lord terry",,"=""""","=""""",0,0.0,,Kindle Edition,115,2016,,,2021/03/13,to-read,to-read (#344),to-read,,,,0,,,0,,,,,
20573929,Homenaje a Tolkien. 19 Relatos fantásticos. Volumen 1,Martin H. Greenberg,"Greenberg, Martin H.","Stephen R. Donaldson, Andre Norton, Terry Pratchett, Robert Silverberg, Elizabeth Ann Scarborough, Poul Anderson, Karen    Anderson, John Brunner, Patricia A. McRillip, Harry Turtledove","=""8441302766""","=""9788441302761""",0,3.00,Timun Mas,Hardcover,230,1995,,,2021/03/13,to-read,to-read (#343),to-read,,,,0,,,0,,,,,
9125329,More Tales From the Forbidden Planet,Roz Kaveney,"Kaveney, Roz","Terry Pratchett, Neil Gaiman, Jamie Delano, R.M. Lamming, Storm Constantine, Larry Niven, David Langford, John Clute, Mary Gentle, Mœbius, Rachel Pollack, John Sladek, Colin Greenland, Ann Nocenti, Ian Watson, Mick Farren","=""1852863307""","=""9781852863302""",0,3.54,,,276,,1990,,2021/03/13,to-read,to-read (#341),to-read,,,,0,,,0,,,,,
